athlete_id,athlete_display_name,team,pos,headshot,gp,min_pg,pts_pg,reb_pg,ast_pg,bpm,impact
3992.0,James Harden,LAC,G,https://a.espncdn.com/i/headshots/nba/players/full/3992.png,70,34.9,23.6,4.8,7.96,3.9,2.84
1966.0,LeBron James,PHI,F,https://a.espncdn.com/i/headshots/nba/players/full/1966.png,63,31.89,20.17,5.89,6.94,3.5,2.33
4278562.0,Paul Reed,DET,F,https://a.espncdn.com/i/headshots/nba/players/full/4278562.png,65,13.83,7.75,4.52,1.23,3.5,1.01
4351852.0,Mitchell Robinson,BOS,C,https://a.espncdn.com/i/headshots/nba/players/full/4351852.png,61,19.57,5.64,8.85,0.89,3.5,1.43
3136195.0,Karl-Anthony Towns,NYK,C,https://a.espncdn.com/i/headshots/nba/players/full/3136195.png,78,30.37,19.69,11.58,2.91,3.3,2.09
3917376.0,Jaylen Brown,PHI,G,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png,74,33.41,27.74,6.72,4.95,3.3,2.3
3078576.0,Derrick White,BOS,G,https://a.espncdn.com/i/headshots/nba/players/full/3078576.png,77,34.06,16.45,4.4,5.38,3.2,2.27
4684742.0,Ausar Thompson,DET,G,https://a.espncdn.com/i/headshots/nba/players/full/4684742.png,73,26.03,9.88,5.73,3.12,3.1,1.68
3934672.0,Jalen Brunson,NYK,G,https://a.espncdn.com/i/headshots/nba/players/full/3934672.png,78,34.15,25.19,3.26,6.6,3.1,2.21
3062679.0,Josh Hart,NYK,G,https://a.espncdn.com/i/headshots/nba/players/full/3062679.png,67,30.22,11.99,7.37,4.78,3.0,1.89
4432158.0,Evan Mobley,CLE,C,https://a.espncdn.com/i/headshots/nba/players/full/4432158.png,65,31.98,18.15,9.02,3.6,3.0,2.0
5105565.0,Donovan Clingan,POR,C,https://a.espncdn.com/i/headshots/nba/players/full/5105565.png,77,27.18,12.13,11.58,2.1,3.0,1.7
4278104.0,Michael Porter Jr.,BKN,F,https://a.espncdn.com/i/headshots/nba/players/full/4278104.png,52,32.5,24.21,7.06,3.04,3.0,2.03
4395628.0,Zion Williamson,NOP,F,https://a.espncdn.com/i/headshots/nba/players/full/4395628.png,62,29.68,21.0,5.69,3.21,2.9,1.79
4397424.0,Neemias Queta,BOS,C,https://a.espncdn.com/i/headshots/nba/players/full/4397424.png,76,25.36,10.21,8.37,1.66,2.8,1.48
4066457.0,Austin Reaves,LAL,G,https://a.espncdn.com/i/headshots/nba/players/full/4066457.png,51,34.57,23.27,4.71,5.49,2.8,2.02
5061575.0,Kon Knueppel,CHA,G,https://a.espncdn.com/i/headshots/nba/players/full/5061575.png,81,31.47,18.49,5.33,3.38,2.8,1.84
4600663.0,Zach Edey,MEM,C,https://a.espncdn.com/i/headshots/nba/players/full/4600663.png,11,25.82,13.64,11.09,1.09,2.76,1.48
4432823.0,Jaylin Williams,OKC,F,https://a.espncdn.com/i/headshots/nba/players/full/4432823.png,65,19.68,7.22,5.51,2.43,2.7,1.11
3147657.0,Mikal Bridges,NYK,G,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png,82,33.27,14.54,3.87,3.77,2.7,1.87
4711272.0,Reed Sheppard,HOU,G,https://a.espncdn.com/i/headshots/nba/players/full/4711272.png,82,26.22,13.54,2.9,3.38,2.7,1.47
4684740.0,Amen Thompson,HOU,G,https://a.espncdn.com/i/headshots/nba/players/full/4684740.png,79,37.39,18.27,7.77,5.32,2.6,2.03
4066336.0,Lauri Markkanen,UTA,F,https://a.espncdn.com/i/headshots/nba/players/full/4066336.png,42,34.38,26.74,6.88,2.12,2.6,1.86
4066328.0,Jarrett Allen,CLE,C,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,56,27.2,15.36,8.5,1.79,2.6,1.47
4278585.0,Collin Gillespie,PHX,G,https://a.espncdn.com/i/headshots/nba/players/full/4278585.png,80,28.48,12.65,4.09,4.64,2.5,1.48
4395702.0,Isaiah Joe,DET,G,https://a.espncdn.com/i/headshots/nba/players/full/4395702.png,71,21.21,11.06,2.55,1.32,2.5,1.1
4397688.0,Trey Murphy III,NOP,F,https://a.espncdn.com/i/headshots/nba/players/full/4397688.png,66,35.47,21.52,5.71,3.79,2.4,1.77
4395724.0,Immanuel Quickley,TOR,G,https://a.espncdn.com/i/headshots/nba/players/full/4395724.png,70,31.96,16.43,4.03,5.93,2.4,1.6
3102529.0,Clint Capela,HOU,C,https://a.espncdn.com/i/headshots/nba/players/full/3102529.png,75,12.33,3.76,4.6,0.67,2.31,0.59
4066354.0,Payton Pritchard,BOS,G,https://a.espncdn.com/i/headshots/nba/players/full/4066354.png,79,32.42,17.03,3.95,5.16,2.3,1.55
4713010.0,David Jones Garcia,SAS,F,https://a.espncdn.com/i/headshots/nba/players/full/4713010.png,11,6.36,2.91,1.18,1.64,2.29,0.3
4431786.0,Keshad Johnson,MIA,F,https://a.espncdn.com/i/headshots/nba/players/full/4431786.png,32,8.72,4.25,1.94,0.25,2.27,0.41
3136193.0,Devin Booker,PHX,G,https://a.espncdn.com/i/headshots/nba/players/full/3136193.png,67,32.48,25.07,3.84,5.88,2.2,1.49
4066259.0,De'Aaron Fox,SAS,G,https://a.espncdn.com/i/headshots/nba/players/full/4066259.png,76,29.97,17.88,3.59,6.01,2.2,1.37
4277951.0,Luka Garza,BOS,C,https://a.espncdn.com/i/headshots/nba/players/full/4277951.png,69,16.13,8.07,4.07,0.96,2.14,0.72
4066211.0,Robert Williams III,POR,C,https://a.espncdn.com/i/headshots/nba/players/full/4066211.png,59,17.1,6.73,7.03,1.02,2.13,0.76
4701232.0,Mark Williams,PHX,C,https://a.espncdn.com/i/headshots/nba/players/full/4701232.png,60,23.58,11.67,7.95,0.97,2.0,0.98
4065648.0,Jayson Tatum,BOS,F,https://a.espncdn.com/i/headshots/nba/players/full/4065648.png,16,32.62,21.75,10.0,5.31,2.0,1.36
3934719.0,OG Anunoby,NYK,F,https://a.espncdn.com/i/headshots/nba/players/full/3934719.png,68,33.32,16.85,5.29,2.18,2.0,1.39
4066261.0,Bam Adebayo,MIA,C,https://a.espncdn.com/i/headshots/nba/players/full/4066261.png,73,32.37,20.11,10.03,3.18,2.0,1.35
2596112.0,Javonte Green,DET,G,https://a.espncdn.com/i/headshots/nba/players/full/2596112.png,82,17.62,6.94,2.8,0.68,1.93,0.71
4845367.0,Stephon Castle,SAS,G,https://a.espncdn.com/i/headshots/nba/players/full/4845367.png,69,30.03,16.64,5.35,7.45,1.9,1.19
3995.0,Jrue Holiday,POR,G,https://a.espncdn.com/i/headshots/nba/players/full/3995.png,53,29.4,16.32,4.62,6.08,1.9,1.16
4900671.0,Ajay Mitchell,OKC,G,https://a.espncdn.com/i/headshots/nba/players/full/4900671.png,57,25.81,13.58,3.33,3.61,1.9,1.02
5177362.0,Riley Minix,SAS,F,https://a.espncdn.com/i/headshots/nba/players/full/5177362.png,9,6.56,3.89,0.67,0.56,1.88,0.26
5175647.0,Hugo Gonzalez,BOS,G,https://a.espncdn.com/i/headshots/nba/players/full/5175647.png,73,14.84,3.96,3.37,0.55,1.76,0.54
4432107.0,Marcus Sasser,DAL,G,https://a.espncdn.com/i/headshots/nba/players/full/4432107.png,38,12.05,5.18,1.03,1.97,1.68,0.42
4431772.0,Myron Gardner,MIA,F,https://a.espncdn.com/i/headshots/nba/players/full/4431772.png,44,9.36,3.7,2.75,1.0,1.65,0.32
5279133.0,Joan Beringer,MIN,F,https://a.espncdn.com/i/headshots/nba/players/full/5279133.png,40,7.88,3.9,2.3,0.3,1.63,0.27
4396963.0,Blake Hinson,UTA,F,https://a.espncdn.com/i/headshots/nba/players/full/4396963.png,14,20.43,11.93,2.36,1.14,1.61,0.69
2595516.0,Norman Powell,CHI,G,https://a.espncdn.com/i/headshots/nba/players/full/2595516.png,60,28.88,21.1,3.4,2.42,1.6,0.96
4433287.0,Brandon Miller,CHA,F,https://a.espncdn.com/i/headshots/nba/players/full/4433287.png,65,30.29,20.17,4.91,3.34,1.6,1.01
6440.0,Tobias Harris,SAS,F,https://a.espncdn.com/i/headshots/nba/players/full/6440.png,63,27.76,13.27,5.13,2.49,1.59,0.92
4431734.0,Tristan Enaruna,CLE,F,https://a.espncdn.com/i/headshots/nba/players/full/4431734.png,9,9.56,4.11,1.56,0.78,1.56,0.31
3907498.0,Matisse Thybulle,LAL,G,https://a.espncdn.com/i/headshots/nba/players/full/3907498.png,30,16.03,5.8,1.97,0.9,1.52,0.51
3064514.0,Julius Randle,BKN,F,https://a.espncdn.com/i/headshots/nba/players/full/3064514.png,79,33.06,21.1,6.73,5.04,1.5,1.03
4433225.0,Tyler Kolek,NYK,G,https://a.espncdn.com/i/headshots/nba/players/full/4433225.png,61,12.28,4.72,1.69,2.87,1.46,0.37
5041939.0,Cooper Flagg,DAL,F,https://a.espncdn.com/i/headshots/nba/players/full/5041939.png,70,33.56,21.04,6.66,4.51,1.4,0.98
4066320.0,Desmond Bane,ORL,G,https://a.espncdn.com/i/headshots/nba/players/full/4066320.png,82,33.62,20.09,4.12,4.12,1.4,0.98
4432573.0,Paolo Banchero,ORL,F,https://a.espncdn.com/i/headshots/nba/players/full/4432573.png,72,34.71,22.21,8.39,5.18,1.4,1.01
4066650.0,Zach Collins,CHI,F,https://a.espncdn.com/i/headshots/nba/players/full/4066650.png,10,18.4,9.7,5.6,1.5,1.31,0.5
4869342.0,Dyson Daniels,ATL,G,https://a.espncdn.com/i/headshots/nba/players/full/4869342.png,76,33.2,11.86,6.84,5.91,1.3,0.9
4395626.0,Tre Jones,CHI,G,https://a.espncdn.com/i/headshots/nba/players/full/4395626.png,65,26.97,14.06,3.14,5.38,1.3,0.73
4683692.0,Cason Wallace,OKC,G,https://a.espncdn.com/i/headshots/nba/players/full/4683692.png,77,26.6,8.57,3.09,2.6,1.2,0.66
3059319.0,Andrew Wiggins,MIA,F,https://a.espncdn.com/i/headshots/nba/players/full/3059319.png,68,30.35,15.37,4.84,2.68,1.2,0.76
4278039.0,Nickeil Alexander-Walker,ATL,G,https://a.espncdn.com/i/headshots/nba/players/full/4278039.png,78,33.37,20.82,3.44,3.67,1.2,0.83
4433249.0,Moussa Diabate,CHA,F,https://a.espncdn.com/i/headshots/nba/players/full/4433249.png,73,26.03,7.88,8.7,1.93,1.2,0.65
4566434.0,Franz Wagner,ORL,F,https://a.espncdn.com/i/headshots/nba/players/full/4566434.png,34,29.97,20.56,5.21,3.32,1.19,0.74
3934723.0,Thomas Bryant,CLE,C,https://a.espncdn.com/i/headshots/nba/players/full/3934723.png,60,12.23,6.17,3.42,0.55,1.16,0.3
3899664.0,Simone Fontecchio,MIA,F,https://a.espncdn.com/i/headshots/nba/players/full/3899664.png,70,16.81,8.53,3.01,1.44,1.15,0.4
4066383.0,Miles Bridges,PHX,F,https://a.espncdn.com/i/headshots/nba/players/full/4066383.png,77,30.99,17.06,5.84,3.19,1.1,0.71
4432165.0,Jalen Suggs,ORL,G,https://a.espncdn.com/i/headshots/nba/players/full/4432165.png,57,27.54,13.79,3.86,5.47,1.03,0.59
6477.0,Jonas Valanciunas,DEN,C,https://a.espncdn.com/i/headshots/nba/players/full/6477.png,65,13.4,8.72,5.06,1.2,1.01,0.28
3032976.0,Rudy Gobert,MIN,C,https://a.espncdn.com/i/headshots/nba/players/full/3032976.png,76,31.29,10.91,11.47,1.68,1.0,0.65
4397002.0,Ayo Dosunmu,CHI,G,https://a.espncdn.com/i/headshots/nba/players/full/4397002.png,69,27.29,14.81,3.43,3.61,1.0,0.57
4701233.0,Craig Porter Jr.,CLE,G,https://a.espncdn.com/i/headshots/nba/players/full/4701233.png,64,17.92,4.52,3.44,3.2,0.97,0.36
4065733.0,Ty Jerome,MEM,G,https://a.espncdn.com/i/headshots/nba/players/full/4065733.png,15,22.73,19.67,2.8,5.67,0.96,0.45
4066218.0,Grant Williams,CHA,F,https://a.espncdn.com/i/headshots/nba/players/full/4066218.png,36,19.81,7.0,3.94,1.56,0.91,0.38
4395723.0,Keldon Johnson,SAS,F,https://a.espncdn.com/i/headshots/nba/players/full/4395723.png,83,23.2,13.06,5.35,1.34,0.9,0.44
4396971.0,Naz Reid,CHA,C,https://a.espncdn.com/i/headshots/nba/players/full/4396971.png,77,26.09,13.58,6.19,2.21,0.9,0.49
5107156.0,Lachlan Olbrich,CHI,C,https://a.espncdn.com/i/headshots/nba/players/full/5107156.png,14,14.0,4.36,4.71,1.86,0.9,0.26
4278067.0,Nic Claxton,CHI,C,https://a.espncdn.com/i/headshots/nba/players/full/4278067.png,69,27.83,11.74,6.93,3.67,0.9,0.52
5108024.0,Yanic Konan Niederhauser,LAC,C,https://a.espncdn.com/i/headshots/nba/players/full/5108024.png,40,10.62,4.4,2.92,0.3,0.9,0.2
4066757.0,Sam Merrill,CLE,G,https://a.espncdn.com/i/headshots/nba/players/full/4066757.png,52,26.48,12.75,2.56,2.4,0.9,0.5
5106258.0,Gradey Dick,LAC,G,https://a.espncdn.com/i/headshots/nba/players/full/5106258.png,76,14.04,5.99,1.93,0.67,0.86,0.25
4278355.0,Obi Toppin,IND,F,https://a.espncdn.com/i/headshots/nba/players/full/4278355.png,24,17.71,11.62,4.42,2.29,0.82,0.3
3934673.0,Donte DiVincenzo,MIN,G,https://a.espncdn.com/i/headshots/nba/players/full/3934673.png,82,30.46,12.2,4.1,3.82,0.8,0.51
4431893.0,Jamison Battle,TOR,F,https://a.espncdn.com/i/headshots/nba/players/full/4431893.png,60,8.65,3.2,1.48,0.4,0.8,0.14
3157465.0,Duncan Robinson,DET,F,https://a.espncdn.com/i/headshots/nba/players/full/3157465.png,77,27.44,12.19,2.66,2.06,0.8,0.46
